Date,Year,Ticker,Sector,Open,High,Low,Close,Volume,Dividends,Stock Splits,Return,Adjusted Return
2016-06-22,2016,AAPL,Technology,24.0625,24.2225,23.8375,23.887501,116876400,0.0,0.0,-0.003754,-0.003754
2016-06-23,2016,AAPL,Technology,23.985001,24.0725,23.8125,24.025,128960800,0.0,0.0,0.005756,0.005756
2016-06-24,2016,AAPL,Technology,23.227501,23.665001,23.1625,23.35,301245600,0.0,0.0,-0.028096,-0.028096
2016-06-27,2016,AAPL,Technology,23.25,23.262501,22.875,23.01,181958400,0.0,0.0,-0.014561,-0.014561
2016-06-28,2016,AAPL,Technology,23.225,23.415001,23.035,23.397499,161779600,0.0,0.0,0.01684,0.01684
2016-06-29,2016,AAPL,Technology,23.4925,23.637501,23.407499,23.6,146124000,0.0,0.0,0.008655,0.008655
2016-06-30,2016,AAPL,Technology,23.610001,23.942499,23.575001,23.9,143345600,0.0,0.0,0.012712,0.012712
2016-07-01,2016,AAPL,Technology,23.872499,24.1175,23.8325,23.9725,104106000,0.0,0.0,0.003033,0.003033
2016-07-05,2016,AAPL,Technology,23.8475,23.85,23.615,23.747499,110820800,0.0,0.0,-0.009386,-0.009386
2016-07-06,2016,AAPL,Technology,23.65,23.915001,23.592501,23.8825,123796400,0.0,0.0,0.005685,0.005685
2016-07-07,2016,AAPL,Technology,23.924999,24.125,23.905001,23.985001,100558400,0.0,0.0,0.004292,0.004292
2016-07-08,2016,AAPL,Technology,24.122499,24.2225,24.012501,24.17,115648400,0.0,0.0,0.007713,0.007713
2016-07-11,2016,AAPL,Technology,24.1875,24.4125,24.182501,24.245001,95179600,0.0,0.0,0.003103,0.003103
2016-07-12,2016,AAPL,Technology,24.2925,24.424999,24.280001,24.355,96670000,0.0,0.0,0.004537,0.004537
2016-07-13,2016,AAPL,Technology,24.352501,24.4175,24.209999,24.217501,103568800,0.0,0.0,-0.005646,-0.005646
2016-07-14,2016,AAPL,Technology,24.3475,24.747499,24.33,24.6975,155676000,0.0,0.0,0.01982,0.01982
2016-07-15,2016,AAPL,Technology,24.73,24.825001,24.625,24.695,120548000,0.0,0.0,-0.000101,-0.000101
2016-07-18,2016,AAPL,Technology,24.674999,25.032499,24.65,24.9575,145975600,0.0,0.0,0.01063,0.01063
2016-07-19,2016,AAPL,Technology,24.889999,25.0,24.834999,24.967501,95119600,0.0,0.0,0.000401,0.000401
2016-07-20,2016,AAPL,Technology,25.0,25.115,24.934999,24.99,105104000,0.0,0.0,0.000901,0.000901
2016-07-21,2016,AAPL,Technology,24.9575,25.25,24.782499,24.8575,130808000,0.0,0.0,-0.005302,-0.005302
2016-07-22,2016,AAPL,Technology,24.815001,24.825001,24.577499,24.665001,113254800,0.0,0.0,-0.007744,-0.007744
2016-07-25,2016,AAPL,Technology,24.5625,24.709999,24.23,24.334999,161531600,0.0,0.0,-0.013379,-0.013379
2016-07-26,2016,AAPL,Technology,24.205,24.4925,24.105,24.1675,224959200,0.0,0.0,-0.006883,-0.006883
2016-07-27,2016,AAPL,Technology,26.067499,26.0875,25.6875,25.737499,369379200,0.0,0.0,0.064963,0.064963
2016-07-28,2016,AAPL,Technology,25.7075,26.112499,25.705,26.084999,159479200,0.0,0.0,0.013502,0.013502
2016-07-29,2016,AAPL,Technology,26.047501,26.137501,25.92,26.0525,110934800,0.0,0.0,-0.001246,-0.001246
2016-08-01,2016,AAPL,Technology,26.102501,26.5375,26.102501,26.512501,152671600,0.0,0.0,0.017657,0.017657
2016-08-02,2016,AAPL,Technology,26.512501,26.5175,26.0,26.120001,135266400,0.0,0.0,-0.014804,-0.014804
2016-08-03,2016,AAPL,Technology,26.202499,26.459999,26.192499,26.4475,120810400,0.0,0.0,0.012538,0.012538
2016-08-04,2016,AAPL,Technology,26.395,26.5,26.32,26.467501,109634800,0.1425,0.0,0.000756,0.006144
2016-08-05,2016,AAPL,Technology,26.567499,26.9125,26.545,26.870001,162213600,0.0,0.0,0.015207,0.015207
2016-08-08,2016,AAPL,Technology,26.879999,27.092501,26.790001,27.092501,112148800,0.0,0.0,0.008281,0.008281
2016-08-09,2016,AAPL,Technology,27.057501,27.235001,27.002501,27.202499,105260800,0.0,0.0,0.00406,0.00406
2016-08-10,2016,AAPL,Technology,27.1775,27.225,26.940001,27.0,96034000,0.0,0.0,-0.007444,-0.007444
2016-08-11,2016,AAPL,Technology,27.129999,27.2325,26.9625,26.9825,109938000,0.0,0.0,-0.000648,-0.000648
2016-08-12,2016,AAPL,Technology,26.945,27.110001,26.945,27.045,74641600,0.0,0.0,0.002316,0.002316
2016-08-15,2016,AAPL,Technology,27.035,27.385,27.02,27.370001,103472800,0.0,0.0,0.012017,0.012017
2016-08-16,2016,AAPL,Technology,27.407499,27.557501,27.3025,27.344999,135177600,0.0,0.0,-0.000913,-0.000913
2016-08-17,2016,AAPL,Technology,27.275,27.342501,27.084999,27.305,101424000,0.0,0.0,-0.001463,-0.001463
2016-08-18,2016,AAPL,Technology,27.307501,27.4,27.254999,27.27,87938800,0.0,0.0,-0.001282,-0.001282
2016-08-19,2016,AAPL,Technology,27.192499,27.422501,27.09,27.34,101472400,0.0,0.0,0.002567,0.002567
2016-08-22,2016,AAPL,Technology,27.215,27.275,26.9625,27.127501,103280800,0.0,0.0,-0.007772,-0.007772
2016-08-23,2016,AAPL,Technology,27.147499,27.33,27.1325,27.2125,85030800,0.0,0.0,0.003133,0.003133
2016-08-24,2016,AAPL,Technology,27.1425,27.1875,26.92,27.0075,94700400,0.0,0.0,-0.007533,-0.007533
2016-08-25,2016,AAPL,Technology,26.8475,26.969999,26.67,26.8925,100344800,0.0,0.0,-0.004258,-0.004258
2016-08-26,2016,AAPL,Technology,26.852501,26.987499,26.577499,26.735001,111065200,0.0,0.0,-0.005857,-0.005857
2016-08-29,2016,AAPL,Technology,26.655001,26.860001,26.5725,26.705,99881200,0.0,0.0,-0.001122,-0.001122
2016-08-30,2016,AAPL,Technology,26.450001,26.625,26.375,26.5,99455600,0.0,0.0,-0.007676,-0.007676
2016-08-31,2016,AAPL,Technology,26.415001,26.6425,26.41,26.525,118649600,0.0,0.0,0.000943,0.000943
2016-09-01,2016,AAPL,Technology,26.535,26.700001,26.405001,26.682501,106806000,0.0,0.0,0.005938,0.005938
2016-09-02,2016,AAPL,Technology,26.924999,27.0,26.705,26.932501,107210000,0.0,0.0,0.009369,0.009369
2016-09-06,2016,AAPL,Technology,26.975,27.075001,26.877501,26.924999,107521600,0.0,0.0,-0.000279,-0.000279
2016-09-07,2016,AAPL,Technology,26.9575,27.190001,26.7675,27.09,169457200,0.0,0.0,0.006128,0.006128
2016-09-08,2016,AAPL,Technology,26.8125,26.817499,26.309999,26.379999,212008000,0.0,0.0,-0.026209,-0.026209
2016-09-09,2016,AAPL,Technology,26.16,26.43,25.782499,25.782499,186228000,0.0,0.0,-0.02265,-0.02265
2016-09-12,2016,AAPL,Technology,25.6625,26.43,25.6325,26.360001,181171200,0.0,0.0,0.022399,0.022399
2016-09-13,2016,AAPL,Technology,26.877501,27.1975,26.809999,26.987499,248704800,0.0,0.0,0.023805,0.023805
2016-09-14,2016,AAPL,Technology,27.182501,28.2575,27.15,27.942499,443554800,0.0,0.0,0.035387,0.035387
2016-09-15,2016,AAPL,Technology,28.465,28.932501,28.372499,28.8925,359934400,0.0,0.0,0.033998,0.033998
2016-09-16,2016,AAPL,Technology,28.780001,29.032499,28.51,28.73,319547600,0.0,0.0,-0.005624,-0.005624
2016-09-19,2016,AAPL,Technology,28.797501,29.045,28.3125,28.395,188092000,0.0,0.0,-0.01166,-0.01166
2016-09-20,2016,AAPL,Technology,28.262501,28.530001,28.127501,28.3925,138057200,0.0,0.0,-8.8e-05,-8.8e-05
2016-09-21,2016,AAPL,Technology,28.4625,28.497499,28.110001,28.387501,144012800,0.0,0.0,-0.000176,-0.000176
2016-09-22,2016,AAPL,Technology,28.5875,28.735001,28.5,28.655001,124296000,0.0,0.0,0.009423,0.009423
2016-09-23,2016,AAPL,Technology,28.605,28.6975,27.887501,28.1775,209924800,0.0,0.0,-0.016664,-0.016664
2016-09-26,2016,AAPL,Technology,27.91,28.3475,27.887501,28.219999,119477600,0.0,0.0,0.001508,0.001508
2016-09-27,2016,AAPL,Technology,28.25,28.295,28.084999,28.272499,98429600,0.0,0.0,0.00186,0.00186
2016-09-28,2016,AAPL,Technology,28.422501,28.66,28.3575,28.487499,118564400,0.0,0.0,0.007605,0.007605
2016-09-29,2016,AAPL,Technology,28.290001,28.450001,27.950001,28.045,143548000,0.0,0.0,-0.015533,-0.015533
2016-09-30,2016,AAPL,Technology,28.115,28.342501,27.950001,28.262501,145516400,0.0,0.0,0.007755,0.007755
2016-10-03,2016,AAPL,Technology,28.1775,28.262501,28.07,28.129999,86807200,0.0,0.0,-0.004688,-0.004688
2016-10-04,2016,AAPL,Technology,28.264999,28.577499,28.157499,28.25,118947200,0.0,0.0,0.004266,0.004266
2016-10-05,2016,AAPL,Technology,28.35,28.415001,28.172501,28.262501,85812400,0.0,0.0,0.000443,0.000443
2016-10-06,2016,AAPL,Technology,28.424999,28.584999,28.282499,28.4725,115117200,0.0,0.0,0.00743,0.00743
2016-10-07,2016,AAPL,Technology,28.577499,28.639999,28.377501,28.514999,97433600,0.0,0.0,0.001493,0.001493
2016-10-10,2016,AAPL,Technology,28.754999,29.1875,28.68,29.012501,144944000,0.0,0.0,0.017447,0.017447
2016-10-11,2016,AAPL,Technology,29.424999,29.672501,29.049999,29.075001,256164000,0.0,0.0,0.002154,0.002154
2016-10-12,2016,AAPL,Technology,29.3375,29.495001,29.1875,29.334999,150347200,0.0,0.0,0.008942,0.008942
2016-10-13,2016,AAPL,Technology,29.1975,29.360001,28.93,29.245001,140769600,0.0,0.0,-0.003068,-0.003068
2016-10-14,2016,AAPL,Technology,29.469999,29.5425,29.282499,29.407499,142608800,0.0,0.0,0.005556,0.005556
2016-10-17,2016,AAPL,Technology,29.3325,29.459999,29.195,29.387501,94499600,0.0,0.0,-0.00068,-0.00068
2016-10-18,2016,AAPL,Technology,29.545,29.5525,29.362499,29.3675,98214000,0.0,0.0,-0.000681,-0.000681
2016-10-19,2016,AAPL,Technology,29.3125,29.440001,28.450001,29.280001,80138400,0.0,0.0,-0.002979,-0.002979
2016-10-20,2016,AAPL,Technology,29.215,29.344999,29.0825,29.264999,96503200,0.0,0.0,-0.000512,-0.000512
2016-10-21,2016,AAPL,Technology,29.202499,29.227501,29.07,29.15,92770800,0.0,0.0,-0.00393,-0.00393
2016-10-24,2016,AAPL,Technology,29.275,29.434999,29.25,29.4125,94154800,0.0,0.0,0.009005,0.009005
2016-10-25,2016,AAPL,Technology,29.487499,29.59,29.327499,29.5625,192516000,0.0,0.0,0.0051,0.0051
2016-10-26,2016,AAPL,Technology,28.577499,28.924999,28.327499,28.897499,264536800,0.0,0.0,-0.022495,-0.022495
2016-10-27,2016,AAPL,Technology,28.8475,28.965,28.525,28.620001,138248000,0.0,0.0,-0.009603,-0.009603
2016-10-28,2016,AAPL,Technology,28.467501,28.8025,28.362499,28.43,151446800,0.0,0.0,-0.006639,-0.006639
2016-10-31,2016,AAPL,Technology,28.4125,28.557501,28.299999,28.385,105677600,0.0,0.0,-0.001583,-0.001583
2016-11-01,2016,AAPL,Technology,28.365,28.442499,27.6325,27.872499,175303200,0.0,0.0,-0.018055,-0.018055
2016-11-02,2016,AAPL,Technology,27.85,28.0875,27.807501,27.897499,113326800,0.0,0.0,0.000897,0.000897
2016-11-03,2016,AAPL,Technology,27.745001,27.865,27.387501,27.4575,107730400,0.1425,0.0,-0.015772,-0.010664
2016-11-04,2016,AAPL,Technology,27.1325,27.5625,27.0275,27.209999,123348000,0.0,0.0,-0.009014,-0.009014
2016-11-07,2016,AAPL,Technology,27.52,27.627501,27.365,27.602501,130240000,0.0,0.0,0.014425,0.014425
2016-11-08,2016,AAPL,Technology,27.577499,27.93,27.424999,27.764999,97016800,0.0,0.0,0.005887,0.005887
2016-11-09,2016,AAPL,Technology,27.469999,27.83,27.012501,27.719999,236705600,0.0,0.0,-0.001621,-0.001621
2016-11-10,2016,AAPL,Technology,27.772499,27.772499,26.4575,26.9475,228538000,0.0,0.0,-0.027868,-0.027868
2016-11-11,2016,AAPL,Technology,26.780001,27.217501,26.637501,27.1075,136575600,0.0,0.0,0.005937,0.005937
2016-11-14,2016,AAPL,Technology,26.9275,26.952499,26.02,26.4275,204702000,0.0,0.0,-0.025085,-0.025085
2016-11-15,2016,AAPL,Technology,26.6425,26.92,26.540001,26.7775,129058000,0.0,0.0,0.013244,0.013244
2016-11-16,2016,AAPL,Technology,26.674999,27.557501,26.65,27.497499,235362000,0.0,0.0,0.026888,0.026888
2016-11-17,2016,AAPL,Technology,27.452499,27.5875,27.2075,27.487499,110528000,0.0,0.0,-0.000364,-0.000364
2016-11-18,2016,AAPL,Technology,27.43,27.635,27.415001,27.514999,113715600,0.0,0.0,0.001,0.001
2016-11-21,2016,AAPL,Technology,27.530001,27.997499,27.502501,27.932501,117058400,0.0,0.0,0.015174,0.015174
2016-11-22,2016,AAPL,Technology,27.987499,28.105,27.85,27.950001,103862000,0.0,0.0,0.000627,0.000627
2016-11-23,2016,AAPL,Technology,27.84,27.877501,27.5825,27.807501,109705600,0.0,0.0,-0.005098,-0.005098
2016-11-25,2016,AAPL,Technology,27.782499,27.967501,27.737499,27.9475,45903600,0.0,0.0,0.005035,0.005035
2016-11-28,2016,AAPL,Technology,27.8575,28.1175,27.8475,27.8925,108776000,0.0,0.0,-0.001968,-0.001968
2016-11-29,2016,AAPL,Technology,27.695,28.0075,27.5175,27.865,114115200,0.0,0.0,-0.000986,-0.000986
2016-11-30,2016,AAPL,Technology,27.9,28.049999,27.567499,27.629999,144649200,0.0,0.0,-0.008434,-0.008434
2016-12-01,2016,AAPL,Technology,27.592501,27.735001,27.2575,27.372499,148347600,0.0,0.0,-0.00932,-0.00932
2016-12-02,2016,AAPL,Technology,27.2925,27.522499,27.2125,27.475,106112000,0.0,0.0,0.003745,0.003745
2016-12-05,2016,AAPL,Technology,27.5,27.5075,27.0625,27.2775,137298000,0.0,0.0,-0.007188,-0.007188
2016-12-06,2016,AAPL,Technology,27.375,27.59,27.297501,27.487499,104782000,0.0,0.0,0.007699,0.007699
2016-12-07,2016,AAPL,Technology,27.315001,27.797501,27.290001,27.7575,119994800,0.0,0.0,0.009823,0.009823
2016-12-08,2016,AAPL,Technology,27.715,28.1075,27.65,28.030001,108273200,0.0,0.0,0.009817,0.009817
2016-12-09,2016,AAPL,Technology,28.077499,28.674999,28.077499,28.487499,137610400,0.0,0.0,0.016322,0.016322
2016-12-12,2016,AAPL,Technology,28.3225,28.75,28.122499,28.325001,105497600,0.0,0.0,-0.005704,-0.005704
2016-12-13,2016,AAPL,Technology,28.459999,28.98,28.4375,28.797501,174935200,0.0,0.0,0.016681,0.016681
2016-12-14,2016,AAPL,Technology,28.76,29.049999,28.745001,28.797501,136127200,0.0,0.0,0.0,0.0
2016-12-15,2016,AAPL,Technology,28.844999,29.182501,28.807501,28.955,186098000,0.0,0.0,0.005469,0.005469
2016-12-16,2016,AAPL,Technology,29.1175,29.125,28.9125,28.9925,177404400,0.0,0.0,0.001295,0.001295
2016-12-19,2016,AAPL,Technology,28.950001,29.344999,28.9375,29.16,111117600,0.0,0.0,0.005777,0.005777
2016-12-20,2016,AAPL,Technology,29.184999,29.375,29.17,29.237499,85700000,0.0,0.0,0.002658,0.002658
2016-12-21,2016,AAPL,Technology,29.200001,29.35,29.195,29.264999,95132800,0.0,0.0,0.000941,0.000941
2016-12-22,2016,AAPL,Technology,29.0875,29.127501,28.91,29.0725,104343600,0.0,0.0,-0.006578,-0.006578
2016-12-23,2016,AAPL,Technology,28.897499,29.129999,28.897499,29.129999,56998000,0.0,0.0,0.001978,0.001978
2016-12-27,2016,AAPL,Technology,29.129999,29.450001,29.122499,29.315001,73187600,0.0,0.0,0.006351,0.006351
2016-12-28,2016,AAPL,Technology,29.379999,29.504999,29.049999,29.190001,83623600,0.0,0.0,-0.004264,-0.004264
2016-12-29,2016,AAPL,Technology,29.112499,29.2775,29.1,29.182501,60158000,0.0,0.0,-0.000257,-0.000257
2016-12-30,2016,AAPL,Technology,29.1625,29.299999,28.8575,28.955,122345200,0.0,0.0,-0.007796,-0.007796
2017-01-03,2017,AAPL,Technology,28.950001,29.0825,28.690001,29.0375,115127600,0.0,0.0,0.002849,0.002849
2017-01-04,2017,AAPL,Technology,28.9625,29.127501,28.9375,29.004999,84472400,0.0,0.0,-0.001119,-0.001119
2017-01-05,2017,AAPL,Technology,28.98,29.215,28.952499,29.1525,88774400,0.0,0.0,0.005085,0.005085
2017-01-06,2017,AAPL,Technology,29.195,29.540001,29.1175,29.477501,127007600,0.0,0.0,0.011148,0.011148
2017-01-09,2017,AAPL,Technology,29.487499,29.8575,29.485001,29.747499,134247600,0.0,0.0,0.009159,0.009159
2017-01-10,2017,AAPL,Technology,29.692499,29.844999,29.575001,29.7775,97848400,0.0,0.0,0.001009,0.001009
2017-01-11,2017,AAPL,Technology,29.684999,29.9825,29.65,29.9375,110354400,0.0,0.0,0.005373,0.005373
2017-01-12,2017,AAPL,Technology,29.725,29.825001,29.5525,29.8125,108344800,0.0,0.0,-0.004175,-0.004175
2017-01-13,2017,AAPL,Technology,29.7775,29.905001,29.702499,29.76,104447600,0.0,0.0,-0.001761,-0.001761
2017-01-17,2017,AAPL,Technology,29.584999,30.059999,29.555,30.0,137759200,0.0,0.0,0.008065,0.008065
2017-01-18,2017,AAPL,Technology,30.0,30.125,29.9275,29.997499,94852000,0.0,0.0,-8.3e-05,-8.3e-05
2017-01-19,2017,AAPL,Technology,29.85,30.022499,29.842501,29.945,102389200,0.0,0.0,-0.00175,-0.00175
2017-01-20,2017,AAPL,Technology,30.112499,30.112499,29.932501,30.0,130391600,0.0,0.0,0.001837,0.001837
2017-01-23,2017,AAPL,Technology,30.0,30.202499,29.942499,30.02,88200800,0.0,0.0,0.000667,0.000667
2017-01-24,2017,AAPL,Technology,29.887501,30.025,29.875,29.9925,92844000,0.0,0.0,-0.000916,-0.000916
2017-01-25,2017,AAPL,Technology,30.105,30.525,30.07,30.469999,129510400,0.0,0.0,0.015921,0.015921
2017-01-26,2017,AAPL,Technology,30.4175,30.610001,30.4,30.485001,105350400,0.0,0.0,0.000492,0.000492
2017-01-27,2017,AAPL,Technology,30.535,30.5875,30.4,30.487499,82251600,0.0,0.0,8.2e-05,8.2e-05
2017-01-30,2017,AAPL,Technology,30.2325,30.407499,30.165001,30.407499,121510000,0.0,0.0,-0.002624,-0.002624
2017-01-31,2017,AAPL,Technology,30.2875,30.3475,30.155001,30.3375,196804000,0.0,0.0,-0.002302,-0.002302
2017-02-01,2017,AAPL,Technology,31.7575,32.622501,31.752501,32.1875,447940000,0.0,0.0,0.060981,0.060981
2017-02-02,2017,AAPL,Technology,31.995001,32.3475,31.945,32.1325,134841600,0.0,0.0,-0.001709,-0.001709
2017-02-03,2017,AAPL,Technology,32.077499,32.297501,32.040001,32.27,98029200,0.0,0.0,0.004279,0.004279
2017-02-06,2017,AAPL,Technology,32.282501,32.625,32.224998,32.572498,107383600,0.0,0.0,0.009374,0.009374
2017-02-07,2017,AAPL,Technology,32.634998,33.022499,32.612499,32.8825,152735200,0.0,0.0,0.009517,0.009517
2017-02-08,2017,AAPL,Technology,32.837502,33.055,32.805,33.009998,92016400,0.0,0.0,0.003877,0.003877
2017-02-09,2017,AAPL,Technology,32.912498,33.112499,32.779999,33.105,113399600,0.1425,0.0,0.002878,0.007195
2017-02-10,2017,AAPL,Technology,33.115002,33.235001,33.012501,33.029999,80262000,0.0,0.0,-0.002266,-0.002266
2017-02-13,2017,AAPL,Technology,33.27,33.455002,33.1875,33.322498,92141600,0.0,0.0,0.008856,0.008856
2017-02-14,2017,AAPL,Technology,33.3675,33.772499,33.3125,33.755001,132904800,0.0,0.0,0.012979,0.012979
2017-02-15,2017,AAPL,Technology,33.880001,34.067501,33.654999,33.877499,142492400,0.0,0.0,0.003629,0.003629
2017-02-16,2017,AAPL,Technology,33.9175,33.974998,33.709999,33.837502,90338400,0.0,0.0,-0.001181,-0.001181
2017-02-17,2017,AAPL,Technology,33.775002,33.9575,33.775002,33.93,88792800,0.0,0.0,0.002734,0.002734
